user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,class
177089,3/4/2015 18:11,4/11/2015 13:47,53,JXAKYJJRDVQAQ,Direct,FireFox,M,45,301261643.5,0
65995,2/15/2015 4:27,5/9/2015 16:59,46,TSXTLLITQWINZ,SEO,FireFox,M,39,3604570292,0
9797,3/16/2015 9:41,5/17/2015 15:45,37,FPVKMTERDLYEV,Ads,Safari,M,36,1194365333,0
154774,7/17/2015 12:33,7/23/2015 20:13,60,LSBAVDYXCIHBR,SEO,Chrome,F,26,982984399.4,0
263647,4/2/2015 7:52,4/30/2015 1:03,36,YQWVRNPDNIKXE,Ads,Chrome,M,29,412865342.2,0
246402,4/26/2015 20:37,6/10/2015 7:20,50,PPSNYTIORGTOI,Ads,Chrome,M,25,352205448,0
313831,8/17/2015 3:54,9/18/2015 5:07,22,LTVZJXINPBYYB,Ads,IE,M,35,1834106507,0
130022,4/17/2015 9:48,6/19/2015 20:58,33,SGUESYJWFXYTM,Direct,Chrome,F,32,3596153463,0
151503,4/9/2015 12:57,7/27/2015 6:03,34,GNMEYSUNJJKAG,SEO,IE,M,18,4096500566,0
180942,7/11/2015 4:25,11/5/2015 0:19,35,SHSNHTIEFRYRL,Ads,Chrome,F,27,2561395934,0
116357,2/11/2015 23:14,4/26/2015 19:10,24,XSIMIKVYMDVVL,SEO,Safari,F,28,3427260469,0
113093,1/10/2015 12:42,2/8/2015 4:37,32,YAZNSJJBYZGWJ,Direct,IE,M,21,3232867072,0
122921,3/2/2015 7:36,4/27/2015 15:41,35,BBBYQKWQJGVUJ,Direct,FireFox,M,52,550111423.2,0
396568,1/11/2015 22:42,1/11/2015 22:42,9,ZASBRSUSRZPFF,Direct,Chrome,F,34,841258915,1
321752,6/11/2015 6:00,7/3/2015 22:49,21,OWFXEMDVGDLLP,SEO,IE,M,24,537917537.9,0
337798,1/26/2015 23:34,5/5/2015 21:48,23,GRMNTGYPLHXXY,Ads,FireFox,F,31,2461611502,0
187098,1/22/2015 19:39,4/3/2015 20:40,15,XYKRFWBUJMPZQ,Ads,Chrome,F,24,3468769382,0
159757,2/11/2015 4:49,5/1/2015 15:51,49,ONJAJHFFFMTCR,Ads,IE,F,42,4260803914,0
339405,1/2/2015 11:31,1/2/2015 11:31,54,RXESTBBFRZQCQ,SEO,Chrome,F,23,2498460389,1
373466,2/7/2015 12:51,5/4/2015 12:29,15,PYRJFFYEMXNFI,Ads,Chrome,F,29,919588808.4,0
348454,1/5/2015 8:10,1/5/2015 8:10,63,FMHRBVXTRSERY,SEO,Chrome,M,36,3462164915,1
23185,4/11/2015 12:39,5/4/2015 14:08,74,KTUPPIRKSHQVS,SEO,IE,M,43,3864907672,0
363965,4/29/2015 14:50,5/4/2015 0:25,34,STGDZZBUIAVDZ,SEO,IE,F,47,2333666741,0
139775,1/27/2015 19:32,5/12/2015 12:20,10,NDOPRXOUWSZQB,SEO,Chrome,M,40,345967673.2,1
118527,6/11/2015 18:15,10/9/2015 17:31,41,VKRAXTMQYVHEA,SEO,Safari,M,47,2100844918,0
512,3/28/2015 0:08,6/1/2015 11:58,21,XUCMSJGNFXNHU,Direct,Chrome,F,24,1348450119,0
336538,1/26/2015 3:51,2/9/2015 13:34,45,EVCQTFAVJQKUO,Direct,Safari,F,34,3711794104,0
360122,6/10/2015 20:31,6/29/2015 0:03,49,WOUULRDEEBWKT,Direct,Chrome,M,30,3983653969,0
61840,4/2/2015 23:09,7/25/2015 11:53,52,SHOSRKCLDRFPF,SEO,Chrome,F,19,1505490510,0
228580,7/30/2015 23:27,9/13/2015 3:18,21,MGHUJHNRQNBXJ,Ads,IE,M,25,3020714563,0
220845,8/6/2015 13:01,8/8/2015 10:12,13,KYCYTEOOPYMXE,Direct,Safari,M,40,162835883.8,0
290807,5/26/2015 7:26,8/19/2015 5:55,23,VDMVGMFPDFIRS,Direct,IE,M,25,1526409523,0
149477,2/24/2015 13:19,5/13/2015 3:43,81,AHEUWRSJYEZDN,SEO,FireFox,M,24,2030481984,0
173006,1/7/2015 11:04,4/11/2015 5:18,40,PAXVHYRAGKTMF,SEO,Chrome,F,35,1130286671,0
363343,1/6/2015 2:50,1/22/2015 15:35,60,SLSTUKGBBIFRR,Direct,IE,F,47,3895192431,0
368258,6/24/2015 11:21,10/13/2015 5:44,49,NOBZTXOTQIQUK,SEO,Chrome,F,39,4036252459,0
157318,1/2/2015 9:53,3/13/2015 8:04,62,HNLCLAXOLOSEG,Direct,IE,M,22,1602142105,0
134861,1/24/2015 0:21,5/2/2015 3:43,25,NEOHMSSYANFUO,Ads,Chrome,M,31,1936018660,0
239025,1/3/2015 14:49,2/28/2015 9:57,57,DENWZAHENUCKY,Ads,IE,F,26,3129418831,0
215145,3/18/2015 20:59,6/7/2015 15:12,14,YRCGPFQOERMWT,Direct,IE,M,35,1021746118,0
225238,6/13/2015 1:00,8/20/2015 3:12,33,IUTMTQLQVJLBU,Ads,Safari,M,21,1902957433,0
19739,4/16/2015 13:30,6/10/2015 17:08,16,IPKGWWMLZXHWG,Ads,FireFox,M,36,2178511071,0
317724,6/22/2015 18:51,6/24/2015 8:40,26,CWCSQXLQFBTUD,Direct,Chrome,M,24,3923301746,0
269779,1/3/2015 20:00,4/13/2015 16:23,16,SDYDAPDOFQXGX,SEO,Chrome,F,53,1638676375,0
38932,4/1/2015 2:04,6/28/2015 21:56,31,CDEIWFEAXVPXY,Direct,Safari,M,33,1931883235,0
166547,8/5/2015 12:21,9/15/2015 3:45,42,ZCWDIDPQIHWUZ,Ads,FireFox,M,38,2433309351,0
362821,7/17/2015 10:05,8/8/2015 10:47,29,ZXYWZPNEQHOPW,SEO,IE,F,44,3352579634,0
327598,2/1/2015 19:06,5/14/2015 8:55,14,BZDZHNVCBLUPF,Direct,FireFox,F,42,1809860618,0
35751,1/4/2015 4:37,1/7/2015 15:52,21,PILYKJJQLJLID,Ads,Chrome,F,25,1674161470,0
19296,7/13/2015 1:10,7/22/2015 2:05,25,FOKZNHLGSABWE,SEO,Chrome,M,48,2940045982,0
87499,6/30/2015 7:22,9/30/2015 11:05,34,CPBNZWHWQCZFF,Direct,Safari,M,20,391756702.4,0
3766,4/6/2015 10:57,6/5/2015 9:30,37,ILEQZVTEWLZXT,Direct,IE,M,39,1129112243,0
278325,5/18/2015 23:20,7/2/2015 17:02,24,AQNGWEHMZYKXA,Ads,Safari,M,28,973225073.1,0
233322,8/1/2015 13:58,8/8/2015 2:47,83,CXXWWZWEIHNAW,SEO,Chrome,F,30,3333529762,0
106820,7/21/2015 12:37,10/24/2015 16:39,27,QPYOYUFYJAXCM,Ads,Chrome,F,43,1884646150,0
169928,1/18/2015 12:26,4/25/2015 13:56,42,CXWZHZOKVIPOV,Direct,IE,M,23,2815693672,0
234757,6/21/2015 19:11,7/24/2015 10:46,30,CLRXLJLLRDPWL,SEO,IE,F,40,535909584.9,0
334174,5/18/2015 6:21,6/11/2015 16:59,49,RJATBYRKLREOC,Ads,Chrome,F,25,3809970407,0
121748,7/13/2015 10:46,9/22/2015 8:19,27,OHEBCGCBZFZBB,SEO,FireFox,F,29,1079596750,1
307186,1/14/2015 10:27,3/6/2015 9:01,39,BWGOIPXTPWRWS,Ads,IE,F,43,852815311.9,0
388886,7/5/2015 23:12,9/12/2015 17:47,50,CTSGAKZVWHIAI,Ads,IE,F,43,2503378517,0
21198,3/2/2015 0:42,5/21/2015 6:33,60,NEFYEZMXUDNWU,SEO,Safari,F,22,1705019754,0
15342,4/20/2015 6:07,7/8/2015 1:03,26,VDYQRGIKRQVKD,SEO,Safari,M,28,741876848.3,0
156653,2/28/2015 20:36,6/20/2015 18:20,10,JFGBLAEGXMFEJ,SEO,Chrome,F,47,2114697939,0
51523,1/27/2015 11:44,3/11/2015 7:07,13,ZOTHJJWOOFUME,SEO,Chrome,F,27,2425379655,0
36924,1/19/2015 22:53,2/21/2015 8:40,47,NQSPJLYYEDTHE,SEO,Chrome,M,25,290378091.4,1
23265,3/13/2015 6:09,4/20/2015 13:14,22,IWPSATXWGVJYT,Ads,IE,M,28,660394772.7,0
27394,6/19/2015 19:10,6/25/2015 14:24,26,ABDMTHRSZZLLJ,Direct,Safari,M,21,1928758110,0
299228,5/4/2015 8:44,5/11/2015 22:43,65,RYDGGQFJSEWMP,SEO,Chrome,M,47,1900906050,0
321763,8/10/2015 23:26,8/27/2015 3:34,24,JKLAOBCAXKVTB,Ads,Chrome,F,26,3488115419,0
274734,5/10/2015 7:05,9/1/2015 20:09,57,NLUWOWOQJXHAT,Ads,FireFox,M,28,1748731135,0
242548,2/24/2015 19:37,3/24/2015 5:44,27,OMNZBVCNPDEGR,Ads,Chrome,F,35,3195448035,0
38270,2/18/2015 15:01,3/6/2015 11:03,52,OSDPMPJYZDNKO,Ads,IE,M,47,594885275,0
325605,1/12/2015 7:34,3/16/2015 17:37,66,UAUJMBTRKHJVI,SEO,Safari,M,35,705116064.1,0
305653,4/16/2015 13:59,6/14/2015 21:26,39,XOTRLVLGLHEMO,Ads,Opera,M,27,1056120457,0
232335,5/12/2015 13:24,5/14/2015 1:12,12,LFKKZLWVKWKVJ,Ads,FireFox,M,34,4294546326,0
25560,2/7/2015 19:29,5/14/2015 2:26,22,RXNQXGZHBAEDS,SEO,Chrome,M,36,519653174.3,0
219186,1/10/2015 19:04,2/11/2015 18:24,51,AVFACMFKQDCAE,SEO,Chrome,M,34,3462768191,0
265287,3/25/2015 19:34,4/7/2015 0:34,28,VOIGUNZZOOQFP,Ads,FireFox,M,45,2936220618,0
190362,1/6/2015 15:29,1/6/2015 15:29,51,BSOPNQWSHKMOJ,Ads,IE,F,35,941909981.9,1
152687,2/23/2015 0:40,6/9/2015 13:54,13,MLHAHHHKTOGXF,SEO,Safari,M,24,3551578640,0
367285,4/20/2015 17:20,8/14/2015 15:34,59,AEXRHNKFZTBUM,Direct,IE,M,34,462147414,0
222322,1/6/2015 8:07,4/5/2015 10:42,19,NGJRMZPBGIXQL,Ads,Safari,M,30,1496541001,0
332134,7/18/2015 20:13,11/8/2015 3:47,17,VADLRVGEKDHLC,Ads,Chrome,M,27,1546971621,0
278516,7/15/2015 7:20,9/19/2015 14:53,53,COKDJVIEMPPTG,Ads,IE,M,22,4025992938,0
328316,3/15/2015 10:01,3/23/2015 0:32,21,VCRXZLIVVRAPL,Ads,FireFox,F,18,2048408572,0
112484,2/27/2015 16:27,4/23/2015 10:30,9,UNBDDVHJRSDEL,Ads,Chrome,F,30,1105573526,0
236045,2/11/2015 2:30,2/16/2015 7:22,32,YFWEURSCIFIZX,SEO,Safari,F,20,74977988.94,0
52902,4/13/2015 12:19,6/14/2015 23:07,15,XMZBJEQNQLLFH,Ads,IE,M,28,1847377842,0
49279,2/24/2015 20:46,5/29/2015 23:56,29,EDBZBFLIBYBLY,Direct,IE,F,32,2005355032,0
60507,2/9/2015 18:01,6/9/2015 6:56,14,PIZRLOQWDAXYG,SEO,FireFox,F,22,3830281122,0
323533,1/6/2015 9:37,3/27/2015 0:41,38,FUUEMHWRNXHML,SEO,Chrome,M,34,2941483730,0
194324,7/8/2015 13:38,10/3/2015 12:14,38,WZHMVJABQJMUZ,Ads,Chrome,M,34,3354178414,0
126640,5/13/2015 11:52,5/28/2015 19:31,9,JVQWUCDKRTXWT,SEO,Chrome,F,28,1627274109,0
93390,7/9/2015 8:33,10/5/2015 6:04,60,XVYEEBTCEJWCL,SEO,Chrome,M,35,4007090401,0
116691,3/12/2015 0:54,3/30/2015 8:04,30,THKFWTYQYTLEW,SEO,Chrome,F,38,2966405863,0
129912,4/12/2015 20:27,6/21/2015 7:02,30,RQBYTMSUKVSGH,SEO,Chrome,M,23,3186192417,0
257598,5/28/2015 14:25,9/25/2015 10:20,28,OXBWRJXVINGLK,Ads,Safari,M,26,2713337044,0
311684,3/20/2015 9:57,4/13/2015 1:06,31,VEYDPSVSTFBRZ,SEO,IE,F,38,2735361609,0
291119,4/26/2015 4:36,8/5/2015 21:44,45,AUFGMWHWPSXDW,Direct,FireFox,M,30,2484499915,0
253707,6/20/2015 11:59,7/9/2015 14:42,21,FQRZWCXDZYYLE,SEO,IE,M,36,1987307964,0
72280,4/1/2015 2:16,7/26/2015 11:21,43,ZKOEWVPCOLZGN,SEO,Chrome,F,27,272023854,0
221046,1/12/2015 11:45,5/6/2015 0:29,28,QBSMZKPFDXYDC,Ads,IE,M,39,2643700227,0
216177,2/14/2015 7:23,5/11/2015 15:09,13,LZYFBMKSXCJYJ,Direct,FireFox,F,41,2954311565,0
395395,4/7/2015 17:10,6/9/2015 2:37,25,HFVPQAODNOGNL,Ads,FireFox,M,45,2365801374,0
200625,3/31/2015 1:44,6/26/2015 15:57,21,UGQXFJMTXSYRD,Ads,Chrome,F,41,1571484182,0
16876,7/21/2015 8:09,8/21/2015 17:19,86,BKPZMHXOLBVQB,Ads,IE,M,35,934935421.6,0
159552,4/4/2015 15:59,7/17/2015 1:02,42,RLSNRQWXIGDVH,SEO,Chrome,F,33,1034284429,0
59865,2/17/2015 6:10,2/27/2015 17:27,35,XDUUDETTEZFDA,SEO,Chrome,M,48,4050130049,0
181909,8/11/2015 12:34,11/15/2015 4:36,9,BVJRXBRDLYDVG,Ads,Chrome,M,29,1252332533,0
245429,5/24/2015 12:20,8/29/2015 8:35,33,EFZFRTKGZFDEC,Direct,Safari,F,40,268227884.4,0
19518,8/16/2015 7:23,11/27/2015 1:33,29,XHMJZIFPCVIPD,Ads,Chrome,M,49,2712988417,1
390863,1/30/2015 14:05,3/31/2015 21:50,71,SQALSHFAXFABV,Ads,Safari,F,24,1404408914,0
175962,5/1/2015 0:05,6/30/2015 1:13,12,WWKOLILHIPBNO,Ads,Chrome,M,26,788648880.4,0
100055,4/25/2015 20:56,6/14/2015 14:11,11,RDQMOXCNCEVWC,Ads,FireFox,F,29,1223598623,0
287765,7/16/2015 14:45,9/11/2015 16:10,72,IUTZRVDQEYDHC,Ads,Safari,M,32,3621719042,0
177985,2/7/2015 1:02,4/18/2015 16:34,41,EIIDJZZCYNAGX,Direct,IE,F,28,1145271417,1
47878,7/12/2015 19:10,10/15/2015 18:08,54,CFHZZBQMCDWKB,Ads,IE,M,26,309844091,0
364907,3/27/2015 19:30,7/17/2015 9:06,83,JCSGTXKSKFKET,SEO,Chrome,M,20,1104922425,0
377550,1/6/2015 4:22,3/13/2015 14:08,45,EKUHPTKIAWCVK,Direct,Safari,M,21,1795191811,0
121810,7/15/2015 6:01,10/2/2015 18:36,21,GSUTCKMWPZCDU,SEO,Opera,M,45,2422282861,0
72264,1/21/2015 2:16,3/7/2015 5:10,30,JWUMIKSYMGIXM,SEO,Chrome,M,30,2384845478,0
259456,7/20/2015 23:48,8/23/2015 3:25,68,BJPDSJXWYCBPL,SEO,Safari,F,30,2817573651,0
337468,3/31/2015 5:59,5/24/2015 3:07,72,GHLSKOKZBFYOL,SEO,IE,M,34,2369152953,0
252730,1/27/2015 14:33,5/5/2015 3:00,28,QPQIBUIBNDHAM,Ads,Chrome,M,24,184365800.1,0
304989,4/3/2015 1:34,4/22/2015 7:59,41,JKTKADEBRFHCD,Ads,Safari,F,33,3864201454,0
177602,2/6/2015 12:16,5/8/2015 10:04,44,TXZHGPASZXKZI,SEO,IE,F,27,2297989526,0
337228,8/12/2015 4:52,9/3/2015 4:16,23,XGLGKWMHDLYEC,Direct,Opera,M,40,2445000869,0
85296,6/27/2015 21:06,10/18/2015 14:33,26,ILHXCIOUCDFVO,SEO,Chrome,M,33,67046852,0
297725,1/2/2015 22:15,1/2/2015 22:15,38,MIMQEYLSYIXRD,Ads,FireFox,F,24,2083243185,1
255148,2/20/2015 2:58,4/23/2015 21:10,33,XOBLPFCUTHYCS,Ads,IE,F,42,1657705607,0
180155,4/19/2015 2:48,4/28/2015 12:02,60,ZZPBCKIBAOVDY,Ads,Chrome,F,37,1124353897,0
284855,4/12/2015 3:39,5/19/2015 9:35,56,ZIZYXEQJYWKLE,Ads,Safari,M,28,3049310125,0
280367,4/7/2015 6:46,4/26/2015 19:22,27,ZFRRCCGXCFYDM,SEO,FireFox,M,25,2252605700,0
173683,5/27/2015 2:33,9/1/2015 1:53,49,ISVWUKDXADEXU,Ads,Chrome,M,30,2447718271,0
344156,7/12/2015 21:56,7/16/2015 16:27,11,XPASXGCHCAKIZ,Direct,IE,M,44,1136581988,0
118164,1/21/2015 18:12,4/25/2015 16:00,14,QJHOZMVSOEHGK,Ads,Safari,F,30,2294430028,0
178495,5/24/2015 5:26,8/10/2015 15:07,17,IDADLJGOGUBCC,Ads,Safari,F,61,1182486370,0
13896,1/3/2015 9:43,1/28/2015 2:55,23,GWELZUDSEUNNA,Ads,Safari,M,24,883678718.7,0
322589,6/24/2015 4:58,10/4/2015 22:37,26,CTEFNLGIGKGGV,SEO,Safari,M,38,2023452238,0
393703,1/4/2015 17:03,1/4/2015 17:03,48,HJGBGBRMOYXON,SEO,FireFox,F,44,980127434.9,1
75397,8/4/2015 4:47,8/6/2015 12:38,52,FHBTDAKHVYYIF,SEO,Safari,F,28,3158975660,0
168615,8/8/2015 16:40,10/29/2015 12:35,45,ELDUTGVNMWZFN,SEO,IE,F,28,2491648270,0
41733,1/8/2015 11:37,1/8/2015 11:37,69,UWEPEOUQYEPZF,Direct,Chrome,M,36,2534292669,1
397670,4/9/2015 11:40,7/22/2015 22:52,25,LSBTHNSNEXENZ,Ads,FireFox,M,23,1352435176,0
17466,4/9/2015 0:14,4/24/2015 1:05,18,MMDEMMBCIRVBG,Direct,FireFox,M,34,3233471743,0
99974,7/16/2015 1:57,10/13/2015 23:51,15,PQUCDUJJUOUVT,Direct,Chrome,F,30,3892654589,0
25733,7/19/2015 16:05,8/12/2015 18:24,58,MVQJAWFKEOSYJ,Ads,Chrome,M,45,4035565060,0
195333,1/13/2015 10:40,1/17/2015 7:51,45,AIAHNXSKANDKT,Ads,Opera,M,27,601477895.7,0
27920,2/8/2015 1:22,5/13/2015 21:13,14,MZAFSQRVJUYAR,SEO,IE,F,30,2177577629,0
197497,2/5/2015 13:21,3/13/2015 6:34,36,GEDICAEKFSFYW,SEO,IE,M,45,2950155342,0
36547,1/27/2015 12:40,4/7/2015 3:12,42,MELWAUTXKKNGI,Ads,FireFox,M,32,2360747103,0
343345,1/27/2015 17:09,4/4/2015 22:12,34,KUJUBRMTEWUWQ,SEO,IE,M,39,437353103.3,0
232939,4/23/2015 17:15,5/9/2015 5:30,13,NUGKKAHLGTIUN,Direct,Chrome,M,46,3461777070,0
271156,1/9/2015 14:16,1/9/2015 14:16,43,FMWURDWUILPRN,Direct,Chrome,M,35,2698380726,1
386095,4/7/2015 13:17,6/19/2015 1:18,57,TQDXYGVBOSPHR,Ads,IE,F,32,1935843806,0
123356,5/23/2015 17:25,6/6/2015 9:50,15,PCGZPZGSISMKL,SEO,IE,F,27,4130369851,1
193363,6/20/2015 16:44,7/7/2015 16:20,50,PJHDRDLNUGNRD,Ads,FireFox,M,33,3162172109,0
36245,5/3/2015 19:26,6/20/2015 12:05,55,JHRWPUGSDLHDC,Ads,IE,F,35,1269818648,0
12938,3/6/2015 5:38,5/3/2015 5:09,20,MFWGTKGNXKJZB,SEO,Chrome,M,32,729845810.8,0
91802,4/14/2015 9:35,5/27/2015 20:30,31,TCNIBQLSWXKMU,Ads,Chrome,M,36,689100330.4,0
366876,4/7/2015 9:34,5/9/2015 3:15,23,OVPBAKKAFUGTZ,Ads,Chrome,M,29,2425070110,0
48313,3/3/2015 1:55,4/19/2015 19:46,10,KWOTXPDQUXHXH,Ads,Chrome,F,26,1666472250,0
222277,2/23/2015 13:01,6/11/2015 17:32,51,RIFHKERASTQMA,Direct,FireFox,M,29,571389877.8,0
392014,1/16/2015 16:23,1/26/2015 12:49,64,BIEANSOVSHLWC,SEO,Safari,M,38,499445246.5,0
63082,8/7/2015 11:48,11/19/2015 10:14,38,EDNYYYXTKAXWG,SEO,Chrome,M,33,2439142316,0
143224,6/2/2015 0:35,6/7/2015 1:11,27,RQBVPBYAKYFGN,Direct,IE,F,24,2731354026,0
143057,2/16/2015 9:59,4/30/2015 17:17,31,VMWCOMVEPRJLO,SEO,FireFox,M,24,3972851392,0
347712,6/11/2015 14:11,9/2/2015 1:22,52,KWSWRCNAOCFXU,Direct,Safari,F,29,2534092595,0
43178,1/23/2015 12:55,3/18/2015 5:23,49,YLFCBGPJNBYLD,Direct,FireFox,F,39,3636460432,0
269570,6/5/2015 17:57,7/11/2015 15:37,20,TGXFGLFWQTQHH,SEO,Chrome,M,41,789889499.7,0
389507,4/22/2015 23:52,6/25/2015 22:05,21,NNQHSOVZPMSJU,SEO,IE,F,21,44315120.48,0
271695,6/28/2015 15:44,10/2/2015 13:47,34,LISBHADWPKRET,Ads,Chrome,M,54,3806985709,0
123516,5/1/2015 21:45,6/22/2015 14:31,18,COZERJGRJYMIY,SEO,Chrome,F,31,826560876,0
279822,6/5/2015 16:26,8/19/2015 17:59,52,CWIGZWRHEWZNK,Ads,IE,F,30,3161570572,0
494,7/18/2015 9:30,10/21/2015 22:06,38,TPLAPZKNNHYEX,SEO,Chrome,F,33,2070679285,0
190599,7/15/2015 21:20,11/11/2015 10:23,34,VJPQIQENWSISD,Ads,Safari,F,24,3138948206,0
191724,4/16/2015 19:41,5/22/2015 8:54,9,PKTIZSYORSGKG,Ads,IE,M,35,1059626252,0
99182,8/14/2015 9:10,9/12/2015 1:17,46,TQYIGBCCMIGSQ,Ads,Chrome,F,38,750239933.7,0
171775,1/4/2015 19:21,1/4/2015 19:21,53,BDOSBTRATFING,Ads,IE,M,41,1279739811,1
251420,7/5/2015 23:41,9/13/2015 7:42,63,FHQRTCLODZERF,Direct,Chrome,M,22,1216069429,0
318471,5/10/2015 16:45,6/16/2015 1:26,25,XKJTZERKOJZQW,Ads,FireFox,M,50,1839478314,0
172979,3/31/2015 20:05,6/29/2015 15:29,22,NNCTNEFDTTASM,Direct,IE,F,46,2164345091,0
172449,7/17/2015 10:04,9/17/2015 11:28,42,ICFHOKWPHDMCL,Ads,IE,M,25,27452811.04,0
344580,6/30/2015 10:39,8/1/2015 1:18,61,XYXPBIHYXPNHV,SEO,Safari,M,35,3175281735,1
286682,3/12/2015 7:16,4/15/2015 15:39,32,KFWSOIYOOELDV,SEO,Chrome,M,40,2863534572,0
376023,6/21/2015 19:14,10/19/2015 6:11,23,IDQDTBAKOSCQN,Ads,FireFox,M,24,1753111506,0
188922,2/13/2015 12:40,3/9/2015 0:39,40,XSKAMRXWOOZBW,Direct,Safari,M,49,3553277973,1
160847,1/14/2015 3:38,4/30/2015 0:04,49,ADJFTWNNNMJLY,Direct,Chrome,F,26,1312439537,0
272690,3/25/2015 19:04,4/8/2015 6:37,47,BIQMGMUHJXNUS,Direct,Chrome,M,28,3465826968,0
287804,5/17/2015 7:12,5/24/2015 7:57,74,QKEGIELYPYIQQ,SEO,Safari,M,19,1689626661,1
45422,7/9/2015 8:58,10/18/2015 19:30,48,TBSGUQVSSNJAI,SEO,Safari,M,31,347566944.3,0
54502,7/11/2015 10:08,10/14/2015 9:38,69,WOJMAZFFLJWIN,Ads,IE,M,18,3629826031,0
178157,7/30/2015 9:47,8/21/2015 2:15,16,QYWPBMTJIAVBO,Direct,Chrome,M,19,1333609632,0
279345,5/14/2015 8:20,6/13/2015 20:57,46,WJNOLUAWNKWAJ,Ads,IE,F,36,2812209179,0
155991,1/22/2015 3:26,3/11/2015 19:39,37,DFQXLABIQIEBL,Direct,FireFox,F,31,3202119085,0
274230,6/8/2015 4:11,8/22/2015 19:48,35,TRDJYZILTQJSP,Ads,Chrome,M,22,2720778427,0
94431,7/13/2015 4:29,7/23/2015 15:57,18,TTVJLPLDDVSPL,Ads,IE,M,23,3537192840,0
356467,5/17/2015 4:16,7/31/2015 6:16,12,IXHNPMJVTARCQ,Ads,FireFox,F,28,2830083982,0
95893,1/3/2015 3:18,3/1/2015 10:51,41,VQGPEXOSMQHIS,SEO,Safari,M,45,1975364219,0
372565,1/24/2015 22:43,3/30/2015 9:07,54,EJSPQMMJTCDWY,SEO,Chrome,F,23,2360482632,0
348864,6/21/2015 4:02,10/18/2015 21:43,26,PHAKWXOOYMNQI,Direct,FireFox,F,32,941819363.4,0
336344,3/3/2015 8:05,3/30/2015 4:28,62,PGYGSAAMAZXEZ,Direct,FireFox,M,34,1442891198,0
29194,1/19/2015 3:12,3/23/2015 13:09,69,CMGZHGKPHUQEW,SEO,Chrome,F,32,2138412143,0
39624,8/6/2015 22:28,10/6/2015 15:02,59,ERDPSHIGTXRTO,Ads,IE,M,24,2192358613,0
310145,7/30/2015 0:56,11/19/2015 9:07,9,CDIPBWFCYNZAB,SEO,Chrome,F,39,745301352.6,0
349743,1/8/2015 17:17,1/8/2015 17:17,60,YNDXYGFUGJMZP,Ads,Safari,M,48,746057658.1,1
399497,1/1/2015 14:29,1/22/2015 15:14,52,JWAVUHXQXTCHW,Direct,Chrome,M,22,1052881419,1
8610,2/17/2015 19:47,5/22/2015 17:43,29,YHOANPNQYVWAM,SEO,Safari,M,32,1489872883,0
43981,4/22/2015 21:04,6/7/2015 6:48,18,IMQXNFITULNDW,SEO,FireFox,M,39,2733626516,0
320764,6/5/2015 14:50,7/8/2015 5:51,33,YGHHPBOCXRBXS,SEO,Chrome,F,42,2090092449,0
120097,1/25/2015 19:20,3/8/2015 3:34,23,JCHTTOANWFUCP,SEO,Safari,F,34,1655875676,0
27280,6/18/2015 10:09,10/13/2015 22:57,13,ONXMMEROEEEME,SEO,Chrome,F,37,560110551,0
16898,3/3/2015 18:08,4/13/2015 22:06,74,HZEXOFEOOIDKD,SEO,IE,F,33,582867001.8,0
290690,4/5/2015 11:27,4/5/2015 20:11,9,AMXYUNOZNLIMY,Direct,Chrome,M,28,3368028611,0
33228,6/18/2015 5:31,6/21/2015 22:54,28,NTOKMIUVVRYEU,Direct,Safari,M,22,2851941343,0
397055,1/6/2015 6:45,1/15/2015 6:30,61,LNOKGVESHUBQX,Ads,Chrome,F,39,2232436170,0
22011,2/13/2015 23:50,3/15/2015 5:28,46,JDOGRANGBLTYF,Ads,IE,M,42,584846959.5,0
20234,1/2/2015 15:41,4/12/2015 14:29,38,AGGBCFYDGQHZO,Ads,Safari,M,34,1567960410,0
364730,2/28/2015 15:10,3/12/2015 3:36,15,RGBBYFNGWDWXK,Ads,FireFox,F,19,2023161723,0
129480,3/28/2015 10:03,6/22/2015 19:58,18,DAYLSIIBGHDQP,Ads,Chrome,M,45,2915578292,0
185886,4/4/2015 2:29,4/5/2015 22:05,51,FSVCOUNCEOXYT,SEO,Safari,F,44,1039026608,0
9853,2/16/2015 6:36,3/11/2015 13:46,23,QXGHRYJMTNBHF,Ads,IE,M,24,2640265852,0
34979,1/2/2015 12:16,1/2/2015 12:16,39,FFYVRWMTLSYPY,Ads,FireFox,M,32,2202518487,1
108010,8/10/2015 11:44,9/19/2015 5:44,13,QBTMCWEYFMVUL,Ads,Chrome,M,36,381599731.3,0
22932,5/15/2015 4:29,6/19/2015 20:15,43,XFYSEHJQWNBOR,Ads,Chrome,F,40,127078369.4,0
72282,5/12/2015 6:32,7/17/2015 16:04,47,MZGISOQTQSSWV,Ads,FireFox,M,27,1849242241,0
297866,7/24/2015 17:31,10/29/2015 2:19,56,CGZBMHOFVIVBA,Direct,Chrome,M,29,4168131978,0
153804,8/16/2015 17:10,11/8/2015 20:01,36,PMEUOKRSXDFOC,Direct,Safari,M,33,3552270099,0
146758,6/7/2015 10:36,9/21/2015 22:34,78,CTANYAMPHDAUM,SEO,Safari,M,31,166834502.1,0
395918,1/7/2015 22:54,4/12/2015 15:30,45,DFGUFICSDAEGR,SEO,FireFox,F,32,2122902320,0
